Instrument type,	Instrument,	Mooring,	Serial No,	Sample Period (secs),	Depth,	Max Depth,	Bottom Depth at deployment,	T-Cal bath?,	Lat,	Long,	Clock offset start,	Clock offset end,	Anchor deploy time (in),	Release time (out),	Time in Cal bath,	Time out cal bath,
SBE37,SBE37SMP,EAC4200,9896, ,3000,,4267,,-27.2506 ,154.2982,0,4,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
Nortek DW,Aquadopp DW 2Mhz,EAC4200,A6L-5013 (AQD 9898), ,4204,,4267,,-27.2506 ,154.2982,0,-94,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4200,5721, ,4204,,4267,,-27.2506 ,154.2982,0,0,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4700,9167, ,18,,4779,,-27.2083 ,154.6493,0,46,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4700,20933, ,38,,4779,,-27.2083 ,154.6493,0,-16,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4700,9169, ,58,,4779,,-27.2083 ,154.6493,0,82,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4700,11404, ,78,,4779,,-27.2083 ,154.6493,0,-7,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
RDI ADCP,WHS300-I-UG306,EAC4700,17054, ,98,,4779,,-27.2083 ,154.6493,0,216,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
RDI ADCP,WHLS75-I-2,EAC4700,17677, ,98,,4779,,-27.2083 ,154.6493,0,-598,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4700,20264, ,113,,4779,,-27.2083 ,154.6493,0,-13,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39,EAC4700,4781, ,148,,4779,,-27.2083 ,154.6493,0,92,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4700,20275, ,178,,4779,,-27.2083 ,154.6493,0,0,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39,EAC4700,4677, ,228,,4779,,-27.2083 ,154.6493,0,93,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4700,7894, ,278,,4779,,-27.2083 ,154.6493,0,53,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39,EAC4700,4682, ,328,,4779,,-27.2083 ,154.6493,0,117,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39plus,EAC4700,39p-8665, ,378,,4779,,-27.2083 ,154.6493,0,-32,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39,EAC4700,6274, ,463,,4779,,-27.2083 ,154.6493,0,98,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
Nortek DW,Aquadopp DW 2Mhz,EAC4700,A6L-5011 (AQD 9870), ,580,,4779,,-27.2083 ,154.6493,0,-74,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4700,13088, ,580,,4779,,-27.2083 ,154.6493,0,-17,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39,EAC4700,4685, ,785,,4779,,-27.2083 ,154.6493,0,189,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
Nortek DW,Aquadopp DW 2Mhz,EAC4700,A6L-4891 (AQD 9872), ,985,,4779,,-27.2083 ,154.6493,0,-77,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4700,13259, ,985,,4779,,-27.2083 ,154.6493,0,3,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39plus,EAC4700,39p-8086, ,1175,,4779,,-27.2083 ,154.6493,0,30,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39,EAC4700,4690, ,1285,,4779,,-27.2083 ,154.6493,0,113,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
Nortek DW,Aquadopp DW 2Mhz,EAC4700,A6L-5068 (AQD 9882), ,1485,,4779,,-27.2083 ,154.6493,0,-86,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39,EAC4700,6283, ,1485,,4779,,-27.2083 ,154.6493,0,74,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
Star Oddi,Starmon mini,EAC4700,T-3994, ,1740,,4779,,-27.2083 ,154.6493,0,0,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
Nortek DW,Aquadopp DW 2Mhz,EAC4700,A6L-5008 (AQD 9889), ,1990,,4779,,-27.2083 ,154.6493,0,-50,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4700,13269, ,1990,,4779,,-27.2083 ,154.6493,0,-5,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
Nortek DW,Aquadopp DW 2Mhz,EAC4700,A6L-5009 (AQD 9890), ,3200,,4779,,-27.2083 ,154.6493,0,-93,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39,EAC4700,6285, ,3200,,4779,,-27.2083 ,154.6493,0,128,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
Nortek DW,Aquadopp DW 2Mhz,EAC4700,A6L-5061 (AQD 9891), ,4710,,4779,,-27.2083 ,154.6493,0,-98,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4700,7759, ,4710,,4779,,-27.2083 ,154.6493,0,20,16/9/2019 8:33,17/5/2021 21:27,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4800,9168, ,21,,4791,,-27.1054 ,155.3053,0,52,13/9/2019 7:40,14/5/2021 21:28,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4800,20934, ,41,,4791,,-27.1054 ,155.3053,0,-52,13/9/2019 7:40,14/5/2021 21:28,01/01/2001 00:00,01/01/2001 00:00
Nortek DW,Aquadopp DW 2Mhz,EAC4800,A6L-6986 (AQD-12045), ,51,,4791,,-27.1054 ,155.3053,0,47,13/9/2019 7:40,14/5/2021 21:28,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4800,9170, ,61,,4791,,-27.1054 ,155.3053,0,75,13/9/2019 7:40,14/5/2021 21:28,01/01/2001 00:00,01/01/2001 00:00
